depth_m,qc_MPa,fs_kPa,u2_kPa,u_kPa
3.045,9.1604,41.7209,-16.98885,-16.5474
3.04,9.1496,42.0427,-16.9398,-16.5474
3.055,8.0718,42.4717,-17.08695,-16.5474
3.05,8.652,42.4717,-17.0379,-16.5474
3.065,8.8386,42.7935,-17.18505,-16.5474
3.06,8.9384,43.1152,-17.136,-16.5474
3.075,8.978,43.2225,-17.28315,-16.5474
3.07,9.0209,43.2225,-17.2341,-16.5474
3.085,9.0606,43.3297,-17.38125,-16.5474
3.08,9.0907,43.6515,-17.3322,-16.5474
3.095,9.1046,43.7587,-17.47935,-16.5474
3.09,9.1228,43.6515,-17.4303,-16.5474
3.105,9.1218,43.6515,-17.57745,-16.5474
3.1,9.0992,43.3297,-17.5284,-16.5474
3.115,9.0853,43.1152,-17.67555,-16.5474
3.11,9.0435,43.1152,-17.6265,-16.5474
3.125,8.9877,43.008,-17.77365,-16.5474
3.12,8.9341,42.6862,-17.7246,-16.5474
3.135,8.8633,42.4717,-17.87175,-16.5474
3.13,8.8225,42.3645,-17.8227,-16.5474
3.145,8.7324,42.2572,-17.96985,-16.5474
3.14,8.6499,42.1499,-17.2313,-15.8579
3.155,8.5608,42.0427,-17.37845,-15.8579
3.15,8.5179,41.9354,-17.3294,-15.8579
3.165,8.4354,42.0427,-17.47655,-15.8579
3.16,8.3646,41.9354,-17.4275,-15.8579
3.175,8.3131,41.6137,-17.57465,-15.8579
3.17,8.2895,41.1847,-17.5256,-15.8579
3.185,8.2487,41.1847,-17.67275,-15.8579
3.18,8.2058,40.6484,-17.6237,-15.8579
3.195,8.1608,40.2194,-18.46035,-16.5474
3.19,8.1361,40.0049,-18.4113,-16.5474
3.205,8.0846,40.0049,-17.86895,-15.8579
3.2,8.0353,39.8977,-17.8199,-15.8579
3.215,7.9881,39.5759,-17.96705,-15.8579
3.21,7.9634,39.1469,-17.918,-15.8579
3.225,7.9023,38.8251,-18.06515,-15.8579
3.22,7.8326,38.5034,-18.0161,-15.8579
3.235,7.765,37.9671,-18.16325,-15.8579
3.23,7.7221,37.3236,-18.1142,-15.8579
3.245,7.6299,36.7874,-18.26135,-15.8579
3.24,7.5387,36.1438,-18.2123,-15.8579
3.255,7.4422,35.8221,-18.35945,-15.8579
3.25,7.3939,35.1786,-18.3104,-15.8579
3.265,7.2996,34.4278,-18.45755,-15.8579
3.26,7.2084,33.6771,-18.4085,-15.8579
3.275,7.1204,33.2481,-18.55565,-15.8579
3.27,7.0314,32.819,-18.5066,-15.8579
3.285,6.9917,32.2828,-18.65375,-15.8579
3.28,6.9059,31.961,-18.6047,-15.8579
3.295,6.8266,31.8538,-18.75185,-15.8579
3.29,6.7612,31.8538,-18.7028,-15.8579
3.305,6.6947,31.961,-18.84995,-15.8579
3.3,6.6668,31.6393,-18.8009,-15.8579
3.315,6.6239,31.6393,-18.94805,-15.8579
3.31,6.6035,31.8538,-18.899,-15.8579
3.325,6.6099,32.1755,-19.04615,-15.8579
3.32,6.6271,32.4973,-18.9971,-15.8579
3.335,6.6861,32.4973,-18.45485,-15.1685
3.33,6.7794,32.9263,-18.4058,-15.1685
3.345,6.8866,33.2481,-18.55295,-15.1685
3.34,7.0003,33.3553,-18.5039,-15.1685
3.355,7.0572,33.4626,-18.65105,-15.1685
3.35,7.1784,33.8916,-18.602,-15.1685
3.365,7.2942,34.5351,-18.74915,-15.1685
3.36,7.3993,34.7496,-18.7001,-15.1685
3.375,7.4433,34.7496,-18.84725,-15.1685
3.37,7.513,34.9641,-18.7982,-15.1685
3.385,7.558,35.2858,-18.94535,-15.1685
3.38,7.5838,35.7148,-18.8963,-15.1685
3.395,7.5945,36.2511,-19.04345,-15.1685
3.39,7.6138,36.4656,-18.9944,-15.1685
3.405,7.6374,36.7874,-19.14155,-15.1685
3.4,7.6621,37.1091,-19.0925,-15.1685
3.415,7.6728,37.3236,-19.23965,-15.1685
3.41,7.7039,37.2164,-18.5011,-14.479
3.425,7.7361,37.6454,-18.64825,-14.479
3.42,7.7629,38.1816,-18.5992,-14.479
3.435,7.7758,38.2889,-18.74635,-14.479
3.43,7.7983,38.5034,-18.6973,-14.479
3.445,7.8401,38.7179,-18.84445,-14.479
3.44,7.8937,39.0396,-18.7954,-14.479
3.455,7.9195,39.4687,-18.94255,-14.479
3.45,7.9634,39.4687,-18.8935,-14.479
3.465,7.9988,39.5759,-19.04065,-14.479
3.46,8.0181,39.8977,-18.9916,-14.479
3.475,8.0267,40.3267,-19.13875,-14.479
3.47,8.0267,40.4339,-19.0897,-14.479
3.485,8.0214,40.6484,-18.54735,-13.7895
3.48,8.0235,40.7557,-18.4983,-13.7895
3.495,8.0364,40.8629,-19.33495,-14.479
3.49,8.0417,40.8629,-19.2859,-14.479
3.505,8.046,40.6484,-19.43305,-14.479
3.5,8.0385,40.2194,-19.384,-14.479
3.515,8.0096,39.6832,-18.84165,-13.7895
3.51,7.9849,39.1469,-18.7926,-13.7895
3.525,7.9205,38.9324,-18.93975,-13.7895
3.52,7.8455,38.5034,-18.8907,-13.7895
3.535,7.7618,38.2889,-19.03785,-13.7895
3.53,7.7211,38.0744,-18.9888,-13.7895
3.545,7.6503,37.9671,-19.13595,-13.7895
3.54,7.5966,37.4309,-18.3974,-13.1
3.555,7.5591,37.3236,-18.54455,-13.1
3.55,7.5409,37.1091,-18.4955,-13.1
3.565,7.5098,37.0019,-18.64265,-13.1
3.56,7.4915,37.0019,-18.5936,-13.1
3.575,7.4808,37.4309,-18.74075,-13.1
3.57,7.4744,37.7526,-18.6917,-13.1
3.585,7.4765,38.0744,-18.83885,-13.1
3.58,7.4851,37.9671,-18.7898,-13.1
3.595,7.4937,38.0744,-18.93695,-13.1
3.59,7.5023,37.9671,-18.8879,-13.1
3.605,7.5108,38.0744,-19.03505,-13.1
3.6,7.5377,38.2889,-18.986,-13.1
3.615,7.5688,38.2889,-19.13315,-13.1
3.61,7.6074,38.2889,-19.0841,-13.1
3.625,7.631,38.2889,-19.23125,-13.1
3.62,7.6696,38.3961,-18.4928,-12.4106
3.635,7.7007,38.6106,-18.63995,-12.4106
3.63,7.7221,38.6106,-18.5909,-12.4106
3.645,7.7307,38.7179,-18.73805,-12.4106
3.64,7.7436,38.8251,-18.689,-12.4106
3.655,7.7404,38.6106,-18.83615,-12.4106
3.65,7.7318,38.1816,-18.7871,-12.4106
3.665,7.7243,37.7526,-18.93425,-12.4106
3.66,7.7018,37.7526,-18.8852,-12.4106
3.675,7.6696,37.4309,-19.03235,-12.4106
3.67,7.6546,37.7526,-18.9833,-12.4106
3.685,7.6277,38.1816,-19.13045,-12.4106
3.68,7.6181,38.1816,-18.3919,-11.7211
3.695,7.6213,38.2889,-18.53905,-11.7211
3.69,7.6374,38.6106,-18.49,-11.7211
3.705,7.6535,38.9324,-18.63715,-11.7211
3.7,7.6932,39.2542,-18.5881,-11.7211
3.715,7.7339,39.5759,-18.73525,-11.7211
3.71,7.7758,39.8977,-18.6862,-11.7211
3.725,7.8101,40.5412,-18.83335,-11.7211
3.72,7.8251,41.1847,-18.7843,-11.7211
3.735,7.8573,41.2919,-18.93145,-11.7211
3.73,7.898,41.2919,-18.8824,-11.7211
3.745,7.9366,41.8282,-19.02955,-11.7211
3.74,7.9549,42.1499,-18.9805,-11.7211
3.755,7.9924,42.3645,-18.43815,-11.0316
3.75,8.0203,42.1499,-18.3891,-11.0316
3.765,8.0289,42.2572,-18.53625,-11.0316
3.76,8.0267,42.2572,-18.4872,-11.0316
3.775,8.0224,42.1499,-18.63435,-11.0316
3.77,8.0085,42.2572,-18.5853,-11.0316
3.785,7.9806,42.6862,-18.73245,-11.0316
3.78,7.9592,42.9007,-18.6834,-11.0316
3.795,7.9109,43.1152,-18.14105,-10.3421
3.79,7.8648,43.008,-18.092,-10.3421
3.805,7.8144,43.2225,-18.23915,-10.3421
3.8,7.779,43.008,-18.1901,-10.3421
3.815,7.7704,43.008,-18.33725,-10.3421
3.81,7.7607,43.1152,-18.2882,-10.3421
3.825,7.7511,43.008,-18.43535,-10.3421
3.82,7.7489,42.9007,-18.3863,-10.3421
3.835,7.7532,43.1152,-17.84405,-9.6527
3.83,7.7736,43.2225,-17.795,-9.6527
3.845,7.8122,43.2225,-17.94215,-9.6527
3.84,7.8616,43.2225,-17.8931,-9.6527
3.855,7.8884,43.1152,-18.04025,-9.6527
3.85,7.9409,42.9007,-17.9912,-9.6527
3.865,7.9838,42.9007,-18.13835,-9.6527
3.86,8.0214,42.9007,-18.0893,-9.6527
3.875,8.0396,42.9007,-18.23645,-9.6527
3.87,8.0686,43.008,-17.4979,-8.9632
3.885,8.0889,42.7935,-17.64505,-8.9632
3.88,8.1039,42.7935,-17.596,-8.9632
3.895,8.1265,43.008,-17.74315,-8.9632
3.89,8.1393,43.008,-17.6941,-8.9632
3.905,8.1683,42.9007,-17.84125,-8.9632
3.9,8.2123,42.6862,-17.7922,-8.9632
3.915,8.2562,42.3645,-17.93935,-8.9632
3.91,8.2841,41.9354,-17.8903,-8.9632
3.925,8.2949,41.7209,-18.03745,-8.9632
3.92,8.3013,41.5064,-17.2989,-8.2737
3.935,8.2916,41.5064,-17.44605,-8.2737
3.93,8.2702,41.3992,-17.397,-8.2737
3.945,8.2616,41.2919,-17.54415,-8.2737
3.94,8.2487,34.5351,-17.4951,-8.2737
3.955,8.2477,34.7496,-17.64225,-8.2737
3.95,8.2627,35.3931,-16.9037,-7.5842
3.965,8.2809,44.6167,-17.05085,-7.5842
3.96,8.3324,44.295,-17.0018,-7.5842
3.975,8.3957,41.5064,-17.14895,-7.5842
3.97,8.4675,40.2194,-17.0999,-7.5842
3.985,8.5072,39.8977,-17.24705,-7.5842
3.98,8.5844,39.3614,-17.198,-7.5842
3.995,8.6595,38.8251,-17.34515,-7.5842
3.99,8.7292,38.6106,-17.2961,-7.5842
4.005,8.7732,38.6106,-17.44325,-7.5842
4,8.8622,38.7179,-17.3942,-7.5842
4.015,8.9319,38.6106,-17.54135,-7.5842
4.01,8.9909,38.8251,-17.4923,-7.5842
4.025,9.0177,38.7179,-17.63945,-7.5842
4.02,9.0563,38.7179,-17.5904,-7.5842
4.035,9.095,38.8251,-17.73755,-7.5842
4.03,9.1379,39.0396,-17.6885,-7.5842
4.045,9.1647,39.1469,-17.83565,-7.5842
4.04,8.2434,39.4687,-17.0972,-6.8948
4.055,6.8362,39.8977,-13.79695,-3.4474
4.05,7.3274,40.2194,-15.1268,-4.8263
4.065,8.0514,40.7557,-15.96345,-5.5158
4.06,8.696,40.7557,-15.9144,-5.5158
4.075,8.8965,41.0774,-16.06155,-5.5158
4.07,9.0295,41.6137,-16.0125,-5.5158
4.085,9.0778,42.0427,-16.15965,-5.5158
4.08,9.1539,42.3645,-15.4211,-4.8263
4.095,9.2151,42.9007,-15.56825,-4.8263
4.09,9.2655,43.437,-15.5192,-4.8263
4.105,9.2912,43.866,-15.66635,-4.8263
4.1,9.3234,43.866,-15.6173,-4.8263
4.115,9.3288,44.0805,-15.76445,-4.8263
4.11,9.317,44.724,-15.7154,-4.8263
4.125,9.2869,44.8312,-15.17315,-4.1369
4.12,9.2612,45.0457,-15.1241,-4.1369
4.135,9.2161,45.3675,-15.27125,-4.1369
4.13,9.1775,45.582,-15.2222,-4.1369
4.145,9.1379,45.6893,-15.36935,-4.1369
4.14,9.1228,45.7965,-15.3203,-4.1369
4.155,9.0992,46.1183,-14.77795,-3.4474
4.15,9.0789,46.2255,-14.7289,-3.4474
4.165,9.0456,46.2255,-14.87605,-3.4474
4.16,9.0231,45.9038,-14.827,-3.4474
4.175,8.9759,45.4748,-14.97415,-3.4474
4.17,8.933,45.3675,-14.9251,-3.4474
4.185,8.8837,45.3675,-15.07225,-3.4474
4.18,8.8547,45.0457,-15.0232,-3.4474
4.195,8.7957,45.0457,-14.48085,-2.7579
4.19,8.7314,44.9385,-14.4318,-2.7579
4.205,8.6659,44.6167,-14.57895,-2.7579
4.2,8.6306,44.5095,-14.5299,-2.7579
4.215,8.5619,44.5095,-14.67705,-2.7579
4.21,8.4986,44.295,-14.628,-2.7579
4.225,8.4654,44.295,-14.77515,-2.7579
4.22,8.415,44.295,-14.0366,-2.0684
4.235,8.3849,44.6167,-14.18375,-2.0684
4.23,8.3785,44.8312,-14.1347,-2.0684
4.245,8.386,44.8312,-14.28185,-2.0684
4.24,8.4246,44.724,-14.2328,-2.0684
4.255,8.4986,44.8312,-14.37995,-2.0684
4.25,8.5437,45.0457,-14.3309,-2.0684
4.265,8.6413,45.153,-14.47805,-2.0684
4.26,8.7346,45.2603,-14.429,-2.0684
4.275,8.8118,45.2603,-14.57615,-2.0684
4.27,8.8408,45.153,-14.5271,-2.0684
4.285,8.8729,45.2603,-13.98485,-1.379
4.28,8.8965,45.153,-13.9358,-1.379
4.295,8.9073,45.0457,-14.08295,-1.379
4.29,8.918,45.0457,-14.0339,-1.379
4.305,8.9073,45.0457,-14.18105,-1.379
4.3,8.8837,44.9385,-14.132,-1.379
4.315,8.8697,45.2603,-14.27915,-1.379
4.31,8.8397,45.3675,-14.2301,-1.379
4.325,8.8129,45.3675,-13.68775,-0.6895
4.32,8.8011,45.2603,-13.6387,-0.6895
4.335,8.7861,45.153,-13.78585,-0.6895
4.33,8.7743,45.3675,-13.7368,-0.6895
4.345,8.7614,45.153,-13.88395,-0.6895
4.34,8.756,45.2603,-13.8349,-0.6895
4.355,8.7442,45.2603,-13.98205,-0.6895
4.35,8.7281,45.2603,-13.933,-0.6895
4.365,8.7024,45.3675,-14.08015,-0.6895
4.36,8.6906,45.582,-13.3416,-0
4.375,8.6541,45.4748,-13.48875,-0
4.37,8.6145,45.3675,-13.4397,-0
4.385,8.5962,45.2603,-13.58685,-0
4.38,8.5533,45.2603,-13.5378,-0
4.395,8.5083,45.2603,-13.68495,0
4.39,8.4472,44.9385,-13.6359,0
4.405,8.4128,44.5095,-13.78305,0
4.4,8.3442,44.5095,-13.734,0
4.415,8.2788,43.9732,-13.19165,0.6895
4.41,8.2498,43.5442,-13.1426,0.6895
4.425,8.194,43.2225,-13.28975,0.6895
4.42,8.1157,42.6862,-13.2407,0.6895
4.435,8.0696,41.8282,-13.38785,0.6895
4.43,7.9667,41.5064,-13.3388,0.6895
4.445,7.8487,41.5064,-13.48595,0.6895
4.44,7.7854,41.1847,-13.4369,0.6895
4.455,7.676,40.6484,-12.89455,1.379
4.45,7.5655,40.5412,-12.8455,1.379
4.465,7.4712,40.4339,-12.99265,1.379
4.46,7.4304,40.5412,-12.9436,1.379
4.475,7.35,40.7557,-13.09075,1.379
4.47,7.2899,40.9702,-13.0417,1.379
4.485,7.2438,40.9702,-13.18885,1.379
4.48,7.2266,40.6484,-13.1398,1.379
4.495,7.2234,40.5412,-12.59755,2.0684
4.49,7.2481,40.3267,-12.5485,2.0684
4.505,7.3092,40.3267,-12.69565,2.0684
4.5,7.35,40.7557,-12.6466,2.0684
4.515,7.4454,40.9702,-12.79375,2.0684
4.51,7.5613,41.2919,-12.7447,2.0684
4.525,7.6299,41.8282,-12.89185,2.0684
4.52,7.7597,42.2572,-12.8428,2.0684
4.535,7.8969,42.7935,-12.98995,2.0684
4.53,8.0439,43.1152,-12.9409,2.0684
4.545,8.1243,43.3297,-13.08805,2.0684
4.54,8.2723,43.866,-13.7284,1.379
4.555,8.4118,44.6167,-13.87555,1.379
4.55,8.4772,45.4748,-13.8265,1.379
4.565,8.5994,45.4748,-13.97365,1.379
4.56,8.6799,45.9038,-13.9246,1.379
4.575,8.7099,46.2255,-14.07175,1.379
4.57,8.7067,46.1183,-14.0227,1.379
4.585,8.6456,45.582,-14.16985,1.379
4.58,8.5447,44.724,-14.1208,1.379
4.595,8.4804,43.9732,-13.57855,2.0684
4.59,8.3335,43.6515,-13.5295,2.0684
4.605,8.1865,43.3297,-13.67665,2.0684
4.6,8.0203,43.3297,-12.9381,2.7579
4.615,7.9281,43.008,-13.08525,2.7579
4.61,7.72,42.7935,-13.0362,2.7579
4.625,7.4883,42.3645,-13.18335,2.7579
4.62,7.3639,41.3992,-13.1343,2.7579
4.635,7.0979,40.6484,-12.59195,3.4474
4.63,6.8373,40.4339,-12.5429,3.4474
4.645,6.7279,40.0049,-12.69005,3.4474
4.64,6.4941,39.8977,-12.641,3.4474
4.655,6.2753,40.1122,-12.78815,3.4474
4.65,6.0726,40.2194,-12.0496,4.1369
4.665,5.9771,39.7904,-12.19675,4.1369
4.66,5.8045,39.4687,-12.1477,4.1369
4.675,5.6243,39.4687,-12.29485,4.1369
4.67,5.5342,39.2542,-12.2458,4.1369
4.685,5.3422,39.2542,-11.70355,4.8263
4.68,5.1352,39.2542,-11.6545,4.8263
4.695,4.9347,39.1469,-11.80165,4.8263
4.69,4.8328,38.8251,-11.7526,4.8263
4.705,4.6419,38.7179,-11.89975,4.8263
4.7,4.4735,38.7179,-11.8507,4.8263
4.715,4.2987,39.2542,-11.30835,5.5158
4.71,4.2086,39.3614,-11.2593,5.5158
4.725,4.0294,39.6832,-11.40645,5.5158
4.72,3.8546,40.0049,-11.3574,5.5158
4.735,3.6938,40.3267,-11.50455,5.5158
4.73,3.6079,40.6484,-11.4555,5.5158
4.745,3.446,40.6484,-10.91315,6.2053
4.74,3.2862,40.4339,-10.8641,6.2053
4.755,3.2154,40.2194,-11.01125,6.2053
4.75,3.0856,39.8977,-10.9622,6.2053
4.765,2.9634,39.5759,-11.10935,6.2053
4.76,2.8411,38.7179,-10.3708,6.8948
4.775,2.7767,38.2889,-10.51795,6.8948
4.77,2.6749,38.2889,-9.7795,7.5842
4.785,2.6352,37.8599,-9.23715,8.2737
4.78,2.5966,37.7526,-7.1197,10.3421
4.795,2.5912,37.7526,-6.57735,11.0316
4.79,2.6041,37.8599,-5.8388,11.7211
4.805,2.6148,37.6454,-5.98595,11.7211
4.8,2.633,37.6454,-5.2474,12.4106
4.815,2.6556,37.7526,-5.39455,12.4106
4.81,2.6727,38.3961,-5.3455,12.4106
4.825,2.7081,39.5759,-5.49265,12.4106
4.82,2.7435,40.1122,-6.1331,11.7211
4.835,2.7714,41.8282,-6.28025,11.7211
4.83,2.7746,43.5442,-6.2312,11.7211
4.845,2.7725,45.3675,-6.37835,11.7211
4.84,2.7607,46.2255,-6.3293,11.7211
4.855,2.7542,47.9415,-5.78695,12.4106
4.85,2.7306,49.9793,-3.6695,14.479
4.865,2.7103,52.6606,-2.43775,15.8579
4.86,2.6352,54.0549,0.3693,18.6159
4.875,2.5333,56.7362,0.91155,19.3053
4.87,2.4829,58.8812,1.6501,19.9948
4.885,2.3788,59.4175,2.88195,21.3738
4.88,2.2416,60.1682,4.9994,23.4422
4.895,2.1676,59.632,5.54175,24.1317
4.89,2.0228,58.0232,6.9697,25.5106
4.905,1.8801,57.1652,8.89095,27.579
4.9,1.7418,55.5564,9.6295,28.2685
4.915,1.6699,54.8057,10.17185,28.958
4.91,1.5262,53.7331,10.2209,28.958
4.925,1.3975,52.9824,9.38425,28.2685
4.92,1.3364,52.7679,9.4333,28.2685
4.935,1.2248,51.9099,8.59665,27.579
4.93,1.1326,50.6228,8.6457,27.579
4.945,1.0639,35.2858,8.49855,27.579
4.94,1.0382,43.6515,8.5476,27.579
4.955,0.9964,41.9354,8.40045,27.579
4.95,0.9535,38.3961,8.4495,27.579
4.965,0.902,36.0366,8.30235,27.579
4.96,0.8741,34.3206,8.3514,27.579
4.975,0.8215,33.3553,8.20425,27.579
4.97,0.7808,31.6393,8.9428,28.2685
4.985,0.7658,30.8885,8.79565,28.2685
4.98,0.7475,29.1725,10.2237,29.6475
4.995,0.7433,28.4217,12.14495,31.7159
4.99,0.7454,27.1347,17.7098,37.2317
5.005,0.7443,26.5984,22.38895,42.058
5,0.7433,25.8477,30.0223,49.6423
5.015,0.74,25.0969,33.32255,53.0897
5.01,0.7368,24.2389,36.8189,56.537
5.025,0.7357,22.9519,38.74025,58.6055
5.02,0.7336,21.4504,41.5472,61.3634
5.035,0.7218,20.0561,47.60525,67.5686
5.03,0.7079,19.5198,55.2386,75.1529
5.045,0.4934,18.9836,43.37035,63.4318
5.04,0.6499,19.1981,46.1773,66.1897
5.055,0.6693,19.5198,49.47755,69.6371
5.05,0.6392,20.4851,61.2477,81.3582
5.065,0.6006,21.1286,99.02165,119.2793
5.06,0.5706,21.3431,136.9919,157.2005
5.075,0.5599,21.5576,145.80795,166.1637
5.07,0.5416,21.7721,165.1623,185.469
5.085,0.532,22.5229,173.97835,194.4322
5.08,0.518,22.6301,187.817,208.2218
5.095,0.5148,22.3084,192.49615,213.0481
5.09,0.5094,21.1286,196.682,217.1849
5.105,0.5084,19.1981,197.22435,217.8744
5.1,0.503,18.4473,197.2734,217.8744
5.115,0.4966,17.3748,196.43675,217.1849
5.11,0.4934,17.1603,196.4858,217.1849
5.125,0.488,16.8385,194.95975,215.806
5.12,0.4837,16.8385,198.4562,219.2534
5.135,0.4816,16.5168,205.89325,226.8376
5.13,0.4794,16.195,209.3897,230.285
5.145,0.4805,15.9805,215.44785,236.4903
5.14,0.4837,15.2298,216.8758,237.8692
5.155,0.4848,14.479,216.03915,237.1797
5.15,0.4848,13.7282,214.7093,235.8008
5.165,0.4848,13.621,212.49375,233.7324
5.16,0.488,13.5137,211.8533,233.0429
5.175,0.4912,14.05,211.70615,233.0429
5.17,0.4976,15.1225,211.7552,233.0429
5.185,0.5052,15.8733,211.60805,233.0429
5.18,0.5137,17.8038,212.3466,233.7324
5.195,0.5191,19.8416,212.19945,233.7324
5.19,0.5309,22.5229,210.8695,232.3534
5.205,0.5427,24.0244,209.34345,230.9745
5.2,0.5491,27.1347,208.703,230.285
5.215,0.577,30.4595,208.55585,230.285
5.21,0.6339,31.8538,209.2944,230.9745
5.225,0.7111,33.9988,207.76825,229.5955
5.22,0.7604,34.7496,206.4384,228.2166
5.235,0.8752,34.2133,203.53335,225.4587
5.23,1.0135,33.7843,199.4455,221.3218
5.245,1.0908,33.2481,194.47205,216.4955
5.24,1.2377,33.3553,179.3526,201.327
5.255,1.3278,33.2481,144.73165,166.8532
5.25,1.3546,33.2481,99.9648,122.0373
5.265,1.3353,33.0335,83.95965,106.1793
5.26,1.2731,32.6045,71.5981,93.7687
5.275,1.1959,32.2828,70.07205,92.3898
5.27,1.1283,31.8538,74.2579,96.5266
5.285,1.1068,31.4248,76.17925,98.5951
5.28,1.0811,31.2103,80.3651,102.7319
5.295,1.0564,31.2103,85.73375,108.2477
5.29,1.0189,31.103,93.3671,115.832
5.305,0.9985,31.2103,97.35675,119.9688
5.3,0.9599,31.2103,104.3006,126.8636
5.315,0.9331,30.7813,109.66925,132.3794
5.31,0.9256,29.816,117.992,140.6531
5.325,0.9127,28.2072,154.38705,177.1953
5.32,0.9041,27.4565,214.4205,237.1797
5.335,0.9009,26.1694,266.67355,289.5799
5.33,0.9009,24.7752,283.9595,306.8168
5.345,0.9031,24.0244,312.77035,335.7748
5.34,0.902,22.6301,321.0931,344.0485
5.355,0.8956,21.0213,329.21965,352.3222
5.35,0.8913,20.2706,330.6477,353.7012
5.365,0.8805,19.3053,326.36365,349.5643
5.36,0.8741,18.5546,314.0022,337.1538
5.375,0.8752,18.0183,307.64975,330.9485
5.37,0.8773,17.8038,298.7356,321.9853
5.385,0.8773,17.482,287.55685,310.9537
5.38,0.872,17.482,275.1953,298.5431
5.395,0.8677,17.5893,267.46395,290.9589
5.39,0.858,17.2675,254.4129,277.8588
5.405,0.8441,16.9458,241.85525,265.4483
5.4,0.8333,16.9458,236.3885,259.9325
5.415,0.814,16.9458,225.89915,249.5903
5.41,0.7947,17.1603,220.4324,244.0745
5.425,0.7744,17.3748,217.52735,241.3166
5.42,0.7626,17.2675,216.8869,240.6271
5.435,0.7422,17.053,219.49765,243.385
5.43,0.7239,16.8385,229.1994,253.0377
5.445,0.7207,16.3023,235.94705,259.9325
5.44,0.7207,15.766,248.4066,272.343
5.455,0.7218,15.2298,256.53315,280.6167
5.45,0.725,15.0152,260.0296,284.0641
5.465,0.7336,14.479,266.77725,290.9589
5.46,0.7475,13.9427,270.2737,294.4063
5.475,0.7647,13.621,271.50545,295.7852
5.47,0.7733,13.192,271.5545,295.7852
5.485,0.7883,12.9775,272.09685,296.4747
5.48,0.8055,13.0847,272.1459,296.4747
5.495,0.8248,13.192,270.61975,295.0957
5.49,0.8462,13.4065,264.4635,288.8904
5.505,0.8484,13.621,262.24795,286.822
5.5,0.8419,13.7282,263.676,288.201
5.515,0.8248,13.8355,271.11305,295.7852
5.51,0.8044,13.9427,276.6779,301.301
5.525,0.7947,13.8355,279.28865,304.0589
5.52,0.7765,13.9427,284.8535,309.5747
5.535,0.7626,14.05,290.91165,315.78
5.53,0.7572,14.1572,293.7186,318.5379
5.545,0.7475,14.05,294.26095,319.2274
5.54,0.7422,13.9427,294.31,319.2274
5.555,0.7379,13.5137,293.47335,318.5379
5.55,0.7357,13.2992,292.1435,317.159
5.565,0.7261,13.0847,290.61735,315.78
5.56,0.7154,12.5485,289.9769,315.0905
5.575,0.7111,12.1195,289.14035,314.4011
5.57,0.7046,12.1195,287.8104,313.0221
5.585,0.7014,12.2267,285.59485,310.9537
5.58,0.6993,12.5485,283.5754,308.8852
5.595,0.6993,12.763,282.04935,307.5063
5.59,0.6907,12.763,280.7194,306.1273
5.605,0.6821,12.6557,280.57225,306.1273
5.6,0.68,12.2267,279.9319,305.4379
5.615,0.6714,12.2267,276.33735,301.9905
5.61,0.6617,12.334,271.5601,297.1642
5.625,0.6532,12.1195,268.65505,294.4063
5.62,0.651,12.2267,267.3251,293.0273
5.635,0.6489,12.0122,266.48845,292.3378
5.63,0.6521,11.7977,267.227,293.0273
5.645,0.6542,11.7977,267.76935,293.7168
5.64,0.6617,11.7977,267.1289,293.0273
5.655,0.6714,11.5832,266.98175,293.0273
5.65,0.6789,11.3687,264.9624,290.9589
5.665,0.6832,11.5832,262.05735,288.201
5.66,0.6886,11.6904,255.2116,281.3062
5.675,0.6821,11.6904,241.96445,268.2062
5.67,0.6693,11.6904,227.5345,253.7272
5.685,0.6639,11.5832,221.87155,248.2114
5.68,0.6521,11.1542,216.4048,242.6956
5.695,0.6403,10.6179,214.18915,240.6271
5.69,0.636,10.6179,212.8593,239.2482
5.705,0.6371,10.7252,212.02265,238.5587
5.7,0.6403,10.6179,208.6243,235.1113
5.715,0.6446,10.4034,203.65085,230.285
5.71,0.6478,9.9744,199.563,226.1481
5.725,0.6499,9.4382,196.65795,223.3902
5.72,0.6521,8.9019,192.5702,219.2534
5.735,0.6564,8.7946,188.28615,215.1165
5.73,0.6682,8.5801,184.1984,210.9797
5.745,0.6757,8.6874,181.98275,208.9112
5.74,0.6886,8.6874,177.895,204.7744
5.755,0.6918,8.4729,172.92145,199.948
5.75,0.6928,8.1511,170.9021,197.8796
5.765,0.6821,7.8294,166.61815,193.7428
5.76,0.6585,7.8294,163.2198,190.2954
5.775,0.6349,7.9366,161.69365,188.9164
5.77,0.6274,8.2584,161.0532,188.2269
5.785,0.6135,8.6874,160.21665,187.5375
5.78,0.5952,8.9019,160.9551,188.2269
5.795,0.5759,9.1164,163.56595,190.9849
5.79,0.5674,8.9019,166.3729,193.7428
5.805,0.5523,8.5801,171.74155,199.2586
5.8,0.5427,8.3656,178.6853,206.1533
5.815,0.5427,7.6149,181.29605,208.9112
5.81,0.5448,6.7569,185.482,213.0481
5.825,0.5545,6.3279,187.40325,215.1165
5.82,0.5749,6.3279,189.5207,217.1849
5.835,0.5867,6.7569,190.06305,217.8744
5.83,0.6103,7.1859,191.4911,219.2534
5.845,0.6306,7.6149,192.03335,219.9428
5.84,0.6414,8.7946,192.0824,219.9428
5.855,0.6575,10.1889,189.86685,217.8744
5.85,0.6725,11.7977,185.7791,213.7376
5.865,0.6928,12.6557,180.80555,208.9112
