depth_m,qc_MPa,fs_kPa,u2_kPa,u_kPa
8.72,3.0266,20.3778,-4.4025,51.7107
8.735,3.0234,20.1633,-4.54965,51.7107
8.73,3.0213,20.0561,-4.5006,51.7107
8.745,3.017,19.9488,-4.64775,51.7107
8.74,3.0106,19.7343,-4.5987,51.7107
8.755,3.0116,19.8416,-4.74585,51.7107
8.75,3.0106,19.8416,-4.6968,51.7107
8.765,3.0095,19.9488,-4.84395,51.7107
8.76,3.0073,19.9488,-4.1054,52.4002
8.775,3.003,19.7343,-4.25255,52.4002
8.77,2.9998,19.5198,-4.2035,52.4002
8.785,2.9988,19.6271,-4.35065,52.4002
8.78,2.9988,19.6271,-4.3016,52.4002
8.795,2.9998,19.5198,-4.44875,52.4002
8.79,3.002,19.5198,-4.3997,52.4002
8.805,3.002,19.1981,-4.54685,52.4002
8.8,3.0052,19.1981,-3.8083,53.0897
8.815,3.002,19.0908,-3.95545,53.0897
8.81,2.9998,18.9836,-3.9064,53.0897
8.825,2.9988,18.8763,-4.05355,53.0897
8.82,2.9988,18.8763,-4.0045,53.0897
8.835,2.9966,18.7691,-4.15165,53.0897
8.83,2.9966,18.7691,-4.1026,53.0897
8.845,2.9977,18.8763,-4.24975,53.0897
8.84,2.9988,18.7691,-4.2007,53.0897
8.855,2.9998,18.6618,-4.34785,53.0897
8.85,3.002,18.6618,-4.2988,53.0897
8.865,3.0063,18.6618,-4.44595,53.0897
8.86,3.0202,18.7691,-4.3969,53.0897
8.875,3.0363,18.7691,-4.54405,53.0897
8.87,3.0449,18.7691,-4.495,53.0897
8.885,3.0599,18.7691,-3.95275,53.7791
8.88,3.0738,18.7691,-3.9037,53.7791
8.895,3.0931,19.0908,-4.05085,53.7791
8.89,3.1039,19.3053,-4.0018,53.7791
8.905,3.1232,19.8416,-4.14895,53.7791
8.9,3.1446,18.1256,-4.0999,53.7791
8.915,3.1575,17.911,-4.24705,53.7791
8.91,3.1811,17.911,-4.198,53.7791
8.925,3.2025,18.1256,-4.34515,53.7791
8.93,3.2251,18.4473,-4.3942,53.7791
8.935,3.2369,18.6618,-4.44325,53.7791
8.94,3.2637,18.8763,-4.4923,53.7791
8.945,3.2819,18.9836,-4.54135,53.7791
8.95,3.2894,19.1981,-4.5904,53.7791
8.955,3.3076,19.3053,-4.63945,53.7791
8.96,3.3248,19.6271,-3.999,54.4686
8.965,3.3409,19.7343,-4.04805,54.4686
8.97,3.3473,19.9488,-4.0971,54.4686
8.975,3.357,20.2706,-4.14615,54.4686
8.98,3.3688,20.4851,-4.1952,54.4686
8.985,3.3752,20.8068,-4.24425,54.4686
8.99,3.387,20.9141,-4.2933,54.4686
8.995,3.402,21.3431,-4.34235,54.4686
9,3.4181,21.4504,-4.3914,54.4686
9.005,2.9323,21.5576,-7.19835,51.7107
9.01,3.387,21.6649,-7.9369,51.0212
9.015,3.4117,21.9866,-7.98595,51.0212
9.02,3.4363,22.0939,-7.3455,51.7107
9.025,3.4514,22.0939,-7.39455,51.7107
9.03,3.4653,22.2011,-7.4436,51.7107
9.035,3.4707,22.4156,-6.80315,52.4002
9.04,3.476,22.3084,-6.8522,52.4002
9.045,3.4803,22.4156,-6.90125,52.4002
9.05,3.4825,22.5229,-6.2608,53.0897
9.055,3.4803,22.5229,-6.30985,53.0897
9.06,3.4771,22.5229,-6.3589,53.0897
9.065,3.4664,22.6301,-6.40795,53.0897
9.07,3.4599,22.5229,-6.457,53.0897
9.075,3.4503,22.4156,-6.50605,53.0897
9.08,3.4363,22.2011,-5.8657,53.7791
9.085,3.4267,22.2011,-5.91475,53.7791
9.09,3.4235,22.0939,-5.9638,53.7791
9.095,3.416,22.2011,-6.01285,53.7791
9.1,3.4063,22.0939,-5.3724,54.4686
9.105,3.4042,22.0939,-5.42145,54.4686
9.11,3.3999,22.0939,-5.4705,54.4686
9.115,3.3956,22.2011,-5.51955,54.4686
9.12,3.3892,22.0939,-5.5686,54.4686
9.125,3.387,21.9866,-5.61765,54.4686
9.13,3.3881,22.0939,-5.6667,54.4686
9.135,3.3892,22.3084,-5.02625,55.1581
9.14,3.3881,22.3084,-5.0753,55.1581
9.145,3.3881,22.2011,-5.12435,55.1581
9.15,3.3892,22.2011,-5.1734,55.1581
9.155,3.4031,22.3084,-4.53295,55.8476
9.16,3.4117,22.5229,-4.582,55.8476
9.165,3.4288,22.4156,-4.63105,55.8476
9.17,3.4449,22.3084,-4.6801,55.8476
9.175,3.4546,22.3084,-4.72915,55.8476
9.18,3.4707,22.3084,-4.7782,55.8476
9.185,3.4857,22.3084,-4.13785,56.537
9.19,3.5028,22.3084,-4.1869,56.537
9.195,3.5114,22.3084,-4.23595,56.537
9.2,3.5286,22.5229,-4.285,56.537
9.205,3.5393,22.6301,-4.33405,56.537
9.21,3.5479,22.7374,-4.3831,56.537
9.215,3.5533,22.7374,-4.43215,56.537
9.22,3.565,22.9519,-4.4812,56.537
9.225,3.5693,22.9519,-3.84075,57.2265
9.23,3.5715,23.1664,-3.8898,57.2265
9.235,3.5726,23.4881,-3.93885,57.2265
9.24,3.5736,23.5954,-3.9879,57.2265
9.245,3.5683,23.7026,-4.03695,57.2265
9.25,3.5522,23.8099,-4.086,57.2265
9.255,3.5447,24.0244,-4.13505,57.2265
9.26,3.5254,23.9171,-4.1841,57.2265
9.265,3.5039,24.1317,-4.23315,57.2265
9.27,3.4943,24.2389,-4.2822,57.2265
9.275,3.475,24.2389,-3.64175,57.916
9.28,3.4567,24.4534,-3.6908,57.916
9.285,3.446,24.5607,-3.73985,57.916
9.29,3.4428,24.4534,-3.7889,57.916
9.295,3.4385,24.5607,-3.83795,57.916
9.3,3.4385,24.7752,-3.887,57.916
9.305,3.4396,24.7752,-3.93605,57.916
9.31,3.4449,24.8824,-3.9851,57.916
9.315,3.4567,25.0969,-4.03415,57.916
9.32,3.476,25.2042,-3.3937,58.6055
9.325,3.4878,25.2042,-3.44275,58.6055
9.33,3.5136,25.4187,-3.4918,58.6055
9.335,3.5425,25.4187,-3.54085,58.6055
9.34,3.5736,25.6332,-3.5899,58.6055
9.345,3.5897,25.8477,-3.63895,58.6055
9.35,3.624,25.9549,-3.688,58.6055
9.355,3.6594,25.8477,-3.73705,58.6055
9.36,3.6755,25.9549,-3.7861,58.6055
9.365,3.7088,26.1694,-3.83515,58.6055
9.37,3.7452,26.4912,-3.1948,59.2949
9.375,3.7635,26.5984,-3.24385,59.2949
9.38,3.7924,26.5984,-3.2929,59.2949
9.385,3.8257,26.5984,-3.34195,59.2949
9.39,3.8536,26.5984,-3.391,59.2949
9.395,3.8632,26.4912,-3.44005,59.2949
9.4,3.89,26.5984,-3.4891,59.2949
9.405,3.9168,26.8129,-3.53815,59.2949
9.41,3.9276,26.8129,-3.5872,59.2949
9.415,3.9469,26.8129,-2.94675,59.9844
9.42,3.9683,26.8129,-2.9958,59.9844
9.425,3.9865,26.9202,-3.04485,59.9844
9.43,3.9941,27.0274,-3.0939,59.9844
9.435,4.0123,27.3492,-3.14295,59.9844
9.44,4.0316,27.3492,-3.192,59.9844
9.445,4.0455,27.5637,-3.24105,59.9844
9.45,4.0681,27.7782,-3.2901,59.9844
9.455,4.0906,27.9927,-3.33915,59.9844
9.46,4.1067,28.1,-3.3882,59.9844
9.465,4.1356,28.2072,-3.43725,59.9844
9.47,4.1657,28.4217,-3.4863,59.9844
9.475,4.1968,28.7435,-3.53535,59.9844
9.48,4.2161,28.8507,-3.5844,59.9844
9.485,4.2558,29.0652,-2.94395,60.6739
9.49,4.2944,29.2797,-2.993,60.6739
9.495,4.3126,29.7087,-3.04205,60.6739
9.5,4.3544,29.9232,-3.0911,60.6739
9.505,4.4016,30.1378,-3.14015,60.6739
9.51,4.4488,30.3523,-3.1892,60.6739
9.515,4.4713,30.4595,-3.23825,60.6739
9.52,4.5164,30.674,-3.2873,60.6739
9.525,4.5625,30.9958,-3.33635,60.6739
9.53,4.585,31.3175,-3.3854,60.6739
9.535,4.6322,31.6393,-3.43445,60.6739
9.54,4.6719,31.8538,-2.794,61.3634
9.545,4.7062,32.0683,-2.84305,61.3634
9.55,4.7266,32.39,-2.8921,61.3634
9.555,4.7663,32.819,-2.94115,61.3634
9.56,4.807,33.1408,-2.9902,61.3634
9.565,4.8263,33.3553,-3.03925,61.3634
9.57,4.8596,33.7843,-3.0883,61.3634
9.575,4.8928,33.9988,-3.13735,61.3634
9.58,4.9132,34.4278,-3.1864,61.3634
9.585,4.9518,34.6423,-3.23545,61.3634
9.59,4.9861,34.8568,-2.5951,62.0528
9.595,5.0172,35.3931,-2.64415,62.0528
9.6,5.0355,35.9293,-2.6932,62.0528
9.605,5.0709,36.3584,-2.74225,62.0528
9.61,5.1009,36.4656,-2.7913,62.0528
9.615,5.1299,36.6801,-2.84035,62.0528
9.62,5.1459,36.8946,-2.8894,62.0528
9.625,5.177,37.1091,-2.93845,62.0528
9.63,5.2017,37.2164,-2.9875,62.0528
9.635,5.221,37.2164,-3.03655,62.0528
9.64,5.2285,37.3236,-3.0856,62.0528
9.645,5.2446,37.3236,-3.13465,62.0528
9.65,5.2521,37.1091,-3.1837,62.0528
9.655,5.251,37.0019,-2.54325,62.7423
9.66,5.251,37.0019,-2.5923,62.7423
9.665,5.2489,37.0019,-2.64135,62.7423
9.67,5.2414,36.8946,-2.6904,62.7423
9.675,5.235,36.4656,-2.73945,62.7423
9.68,5.2242,36.5729,-2.7885,62.7423
9.685,5.2103,36.4656,-2.83755,62.7423
9.69,5.2017,36.4656,-2.8866,62.7423
9.695,5.191,36.3584,-2.93565,62.7423
9.7,5.1856,36.3584,-2.2952,63.4318
9.705,5.1835,36.3584,-2.34425,63.4318
9.71,5.1835,36.3584,-2.3933,63.4318
9.715,5.1867,36.4656,-2.44235,63.4318
9.72,5.1985,36.4656,-2.4914,63.4318
9.725,5.2146,36.2511,-2.54045,63.4318
9.73,5.221,36.3584,-2.5895,63.4318
9.735,5.2414,36.5729,-1.94905,64.1213
9.74,5.2671,37.0019,-1.9981,64.1213
9.745,5.2811,37.0019,-2.04715,64.1213
9.75,5.3186,37.3236,-2.0962,64.1213
9.755,5.3637,37.5381,-2.14525,64.1213
9.76,5.4119,37.8599,-2.1943,64.1213
9.765,5.4387,38.1816,-2.24335,64.1213
9.77,5.4945,38.3961,-2.2924,64.1213
9.775,5.5567,38.9324,-2.34145,64.1213
9.78,5.5932,39.3614,-2.3905,64.1213
9.785,5.6575,39.5759,-2.43955,64.1213
9.79,5.7251,39.6832,-2.4886,64.1213
9.795,5.7573,40.2194,-2.53765,64.1213
9.8,5.8206,40.7557,-2.5867,64.1213
9.805,5.871,40.9702,-2.63575,64.1213
9.81,5.9214,41.5064,-2.6848,64.1213
9.815,5.9439,42.2572,-2.73385,64.1213
9.82,5.9857,42.7935,-2.7829,64.1213
9.825,6.0211,43.008,-2.83195,64.1213
9.83,6.0511,43.437,-2.881,64.1213
9.835,6.0662,43.7587,-2.24065,64.8107
9.84,6.0887,44.0805,-2.2897,64.8107
9.845,6.1037,44.295,-2.33875,64.8107
9.85,6.1123,44.0805,-2.3878,64.8107
9.855,6.1134,44.0805,-2.43685,64.8107
9.86,6.1134,44.0805,-2.4859,64.8107
9.865,6.1101,44.1877,-2.53495,64.8107
9.87,6.1091,43.9732,-2.584,64.8107
9.875,6.1005,43.9732,-2.63305,64.8107
9.88,6.0908,43.6515,-2.6821,64.8107
9.885,6.0769,41.2919,-2.73115,64.8107
9.89,6.0694,46.869,-2.7802,64.8107
9.895,6.0511,43.437,-2.82925,64.8107
9.9,6.0286,40.9702,-2.8783,64.8107
9.905,6.019,40.3267,-2.92735,64.8107
9.91,5.99,39.5759,-2.9764,64.8107
9.915,5.96,39.4687,-3.02545,64.8107
9.92,5.9332,39.2542,-3.0745,64.8107
9.925,5.9171,39.1469,-3.12355,64.8107
9.93,5.8774,38.9324,-3.1726,64.8107
9.935,5.8388,38.7179,-3.22165,64.8107
9.94,5.8227,38.5034,-3.2707,64.8107
9.945,5.7905,38.5034,-3.31975,64.8107
9.95,5.7691,38.5034,-3.3688,64.8107
9.955,5.7519,38.5034,-2.72835,65.5002
9.96,5.7466,38.6106,-2.7774,65.5002
9.965,5.739,38.7179,-2.82645,65.5002
9.97,5.7358,38.7179,-2.8755,65.5002
9.975,5.738,38.8251,-2.92455,65.5002
9.98,5.738,38.8251,-2.9736,65.5002
9.985,5.6908,38.8251,-7.15945,61.3634
9.99,5.458,38.9324,-8.5875,59.9844
9.995,5.6114,39.3614,-9.32605,59.2949
10,5.6758,39.4687,-8.6856,59.9844
10.005,5.6886,39.3614,-8.73465,59.9844
10.01,5.6865,39.2542,-8.0942,60.6739
10.015,5.6822,39.2542,-8.14325,60.6739
10.02,5.6747,39.2542,-7.5028,61.3634
10.025,5.6565,39.4687,-7.55185,61.3634
10.03,5.6425,39.4687,-6.9115,62.0528
10.035,5.635,39.4687,-6.96055,62.0528
10.04,5.62,39.3614,-7.0096,62.0528
10.045,5.6028,39.3614,-6.36915,62.7423
10.05,5.59,39.4687,-6.4182,62.7423
10.055,5.5835,39.7904,-6.46725,62.7423
10.06,5.5696,39.7904,-5.8268,63.4318
10.065,5.5556,39.5759,-5.87585,63.4318
10.07,5.5514,39.4687,-5.9249,63.4318
10.075,5.5363,39.3614,-5.97395,63.4318
10.08,5.5278,39.0396,-5.3335,64.1213
10.085,5.517,38.7179,-5.38255,64.1213
10.09,5.5095,38.8251,-5.4316,64.1213
10.095,5.4945,39.0396,-5.48065,64.1213
10.1,5.4827,39.0396,-4.8403,64.8107
10.105,5.4763,38.9324,-4.88935,64.8107
10.11,5.4688,38.9324,-4.9384,64.8107
10.115,5.4634,38.9324,-4.98745,64.8107
10.12,5.458,38.9324,-4.347,65.5002
10.125,5.457,38.8251,-4.39605,65.5002
10.13,5.4591,38.7179,-4.4451,65.5002
10.135,5.4602,38.8251,-4.49415,65.5002
10.14,5.4623,38.8251,-4.5432,65.5002
10.145,5.4688,38.7179,-3.90275,66.1897
10.15,5.4859,38.8251,-3.9518,66.1897
10.155,5.5063,39.0396,-4.00085,66.1897
10.16,5.5202,39.2542,-4.0499,66.1897
10.165,5.5546,39.4687,-4.09895,66.1897
10.17,5.5835,39.5759,-4.148,66.1897
10.175,5.5975,39.8977,-4.19705,66.1897
10.18,5.635,40.2194,-3.5566,66.8792
10.185,5.6683,40.4339,-3.60565,66.8792
10.19,5.7004,40.7557,-3.6547,66.8792
10.195,5.7165,41.0774,-3.70375,66.8792
10.2,5.7466,41.1847,-3.7528,66.8792
10.205,5.7777,41.1847,-3.80185,66.8792
10.21,5.8055,41.2919,-3.8509,66.8792
10.215,5.8163,41.3992,-3.89995,66.8792
10.22,5.8409,41.2919,-3.949,66.8792
10.225,5.8656,41.3992,-3.30865,67.5686
10.23,5.8881,41.8282,-3.3577,67.5686
10.235,5.8946,42.0427,-3.40675,67.5686
10.24,5.8999,42.0427,-3.4558,67.5686
10.245,5.9021,42.3645,-3.50485,67.5686
10.25,5.9031,42.6862,-3.5539,67.5686
10.255,5.8967,42.7935,-3.60295,67.5686
10.26,5.8871,43.437,-3.652,67.5686
10.265,5.8699,43.7587,-3.70105,67.5686
10.27,5.8624,43.6515,-3.7501,67.5686
10.275,5.8517,43.866,-3.10965,68.2581
10.28,5.8506,44.0805,-3.1587,68.2581
10.285,5.8474,44.295,-3.20775,68.2581
10.29,5.8452,44.295,-3.2568,68.2581
10.295,5.8409,44.0805,-3.30585,68.2581
10.3,5.8399,44.0805,-3.3549,68.2581
10.305,5.842,44.0805,-3.40395,68.2581
10.31,5.8399,43.9732,-3.453,68.2581
10.315,5.8388,43.5442,-3.50205,68.2581
10.32,5.8409,43.3297,-2.8616,68.9476
10.325,5.842,43.437,-2.91065,68.9476
10.33,5.8474,43.437,-2.9597,68.9476
10.335,5.8549,42.9007,-3.00875,68.9476
10.34,5.8602,42.6862,-3.0578,68.9476
10.345,5.8656,42.579,-3.10685,68.9476
10.35,5.872,42.579,-3.1559,68.9476
10.355,5.8742,42.1499,-3.20495,68.9476
10.36,5.8795,41.9354,-2.5645,69.6371
10.365,5.8806,41.8282,-2.61355,69.6371
10.37,5.8828,41.5064,-2.6626,69.6371
10.375,5.8849,41.1847,-2.71165,69.6371
10.38,5.8956,40.9702,-2.7607,69.6371
10.385,5.9192,41.0774,-2.80975,69.6371
10.39,5.93,41.2919,-2.8588,69.6371
10.395,5.9493,41.2919,-2.90785,69.6371
10.4,5.9664,41.3992,-2.9569,69.6371
10.405,5.9889,41.6137,-2.31645,70.3266
10.41,5.9986,41.8282,-2.3655,70.3266
10.415,6.0147,41.7209,-2.41455,70.3266
10.42,6.0211,41.6137,-2.4636,70.3266
10.425,6.0211,41.8282,-2.51265,70.3266
10.43,6.0361,41.9354,-2.5617,70.3266
10.435,6.0426,41.8282,-2.61075,70.3266
10.44,6.0415,41.6137,-2.6598,70.3266
10.445,6.0404,41.5064,-2.70885,70.3266
10.45,6.0372,41.7209,-2.7579,70.3266
10.455,6.0308,42.0427,-2.80695,70.3266
10.46,6.02,42.2572,-2.856,70.3266
10.465,6.0158,42.3645,-2.90505,70.3266
10.47,5.9986,42.2572,-2.9541,70.3266
10.475,5.9814,42.579,-3.00315,70.3266
10.48,5.9771,42.579,-3.0522,70.3266
10.485,5.9578,42.3645,-3.10125,70.3266
10.49,5.9353,41.9354,-3.1503,70.3266
10.495,5.9246,41.6137,-3.19935,70.3266
10.5,5.9053,41.3992,-3.2484,70.3266
10.505,5.8806,40.8629,-3.29745,70.3266
10.51,5.8559,40.3267,-3.3465,70.3266
10.515,5.8441,39.7904,-2.70615,71.016
10.52,5.8259,39.5759,-2.7552,71.016
10.525,5.8066,39.4687,-2.80425,71.016
10.53,5.798,39.2542,-2.8533,71.016
10.535,5.7798,38.9324,-2.90235,71.016
10.54,5.7594,38.9324,-2.9514,71.016
10.545,5.7348,38.9324,-3.00045,71.016
10.55,5.7208,38.8251,-3.0495,71.016
10.555,5.6886,38.8251,-3.09855,71.016
10.56,5.6565,38.9324,-3.1476,71.016
10.565,5.6404,39.0396,-3.19665,71.016
10.57,5.6071,39.4687,-3.2457,71.016
10.575,5.5717,39.5759,-3.29475,71.016
10.58,5.5546,39.1469,-3.0749,71.2849
10.585,5.5299,38.7179,-3.01365,71.3952
10.59,5.516,38.7179,-2.9454,71.5125
10.595,5.5042,38.8251,-2.88415,71.6228
10.6,5.4999,38.5034,-2.885,71.671
10.605,5.4913,38.2889,-2.85815,71.7469
10.61,5.4795,38.2889,-2.8728,71.7813
10.615,5.4623,38.2889,-2.87355,71.8296
10.62,5.4548,38.2889,-2.8743,71.8779
10.625,5.442,38.2889,-2.92335,71.8779
10.63,5.4269,38.1816,-2.9242,71.9261
10.635,5.4141,37.8599,-2.82845,72.0709
10.64,5.4098,37.6454,-2.8154,72.133
10.645,5.4012,37.5381,-2.75415,72.2433
10.65,5.3948,37.5381,-2.7067,72.3398
10.655,5.3937,37.4309,-2.69365,72.4019
10.66,5.3926,37.5381,-2.7083,72.4363
10.665,5.3948,37.5381,-2.69525,72.4984
10.67,5.3958,37.6454,-2.5995,72.6432
10.675,5.4001,37.7526,-2.55205,72.7397
10.68,5.4269,37.7526,-2.408,72.9328
10.685,5.4495,37.5381,-2.34675,73.0431
10.69,5.4613,37.8599,-2.3131,73.1258
10.695,5.4838,37.9671,-2.14145,73.3465
10.7,5.5052,38.2889,-2.0458,73.4912
10.705,5.5245,38.2889,-1.95005,73.636
10.71,5.5363,38.3961,-1.9853,73.6498
10.715,5.5567,38.6106,-1.95155,73.7326
10.72,5.5782,38.9324,-1.8421,73.8911
10.725,5.59,38.9324,-1.79455,73.9877
10.73,5.6136,38.9324,-1.6161,74.2152
10.735,5.6404,39.0396,-1.49275,74.3876
10.74,5.6715,39.1469,-1.4591,74.4703
10.745,5.6822,39.0396,-1.49435,74.4841
10.75,5.7058,38.9324,-1.4607,74.5668
10.755,5.7337,38.9324,-1.44765,74.6289
10.76,5.7455,39.2542,-1.4829,74.6427
10.765,5.768,39.0396,-1.51815,74.6565
10.77,5.7927,38.7179,-1.5672,74.6565
10.775,5.8216,38.364,-1.53355,74.7392
10.78,5.8334,38.3532,-1.5205,74.8013
10.785,5.8592,38.3532,-1.48685,74.884
10.79,5.8892,38.2245,-1.4876,74.9323
10.795,5.9053,38.3747,-1.52295,74.946
10.8,5.9353,38.364,-1.5513,74.9667
10.805,5.9621,38.3211,-1.51065,75.0564
10.81,5.9932,38.0315,-1.477,75.1391
10.815,6.005,37.8921,-1.49155,75.1736
10.82,6.034,37.8063,-1.4924,75.2218
10.825,6.0554,37.9671,-1.57585,75.1874
10.83,6.0651,38.0422,-1.6594,75.1529
10.835,6.0672,38.0208,-1.72225,75.1391
10.84,6.0737,37.9993,-1.8334,75.077
10.845,6.0705,38.01,-1.96515,74.9943
10.85,6.0651,38.1387,-2.0142,74.9943
10.855,6.0619,38.2353,-2.02875,75.0288
10.86,6.0672,38.2782,-2.0502,75.0564
10.865,6.0715,38.5463,-2.05105,75.1046
10.87,6.0683,38.5356,-2.0794,75.1253
10.875,6.064,37.8813,-2.11465,75.1391
10.88,6.0672,42.2679,-2.1017,75.2011
10.885,6.0705,40.391,-2.13005,75.2218
10.89,6.079,38.2889,-2.0825,75.3184
10.895,6.0855,37.5703,-2.02125,75.4287
10.9,6.0908,37.5274,-1.9945,75.5045
10.905,6.0898,37.5381,-2.02285,75.5252
10.91,6.0919,37.4416,-2.1064,75.4907
10.915,6.093,37.3558,-2.07265,75.5735
10.92,6.0898,37.463,-2.0735,75.6217
10.925,6.079,37.4738,-2.07425,75.67
10.93,6.064,37.3236,-2.0613,75.732
10.935,6.0608,37.5167,-2.04825,75.7941
10.94,6.0533,37.6025,-2.0008,75.8906
10.945,6.034,37.5488,-2.06365,75.8768
10.95,6.02,37.463,-2.1334,75.8561
10.955,5.9879,37.2807,-2.14795,75.8906
10.96,5.9546,37.2378,-2.1832,75.9044
10.965,5.9106,37.2271,-2.23225,75.9044
10.97,5.5589,37.0555,-6.5009,71.6848
10.975,5.5846,36.841,-7.60485,70.6299
10.98,5.6758,36.6801,-8.2744,70.0094
10.985,5.7283,36.5514,-8.41995,69.9129
10.99,5.7122,36.4334,-8.1381,70.2438
10.995,5.6725,36.4763,-7.71825,70.7127
11,5.6307,36.2511,-7.4019,71.0781
11.005,5.6103,35.7899,-7.29235,71.2367
11.01,5.5631,35.5218,-6.9898,71.5883
11.015,5.5202,35.4467,-6.71485,71.9123
11.02,5.4827,35.5003,-6.4812,72.195
11.025,5.4634,35.4253,-6.38545,72.3398
11.03,5.4323,35.3824,-6.0966,72.6777
11.035,5.4087,35.1571,-5.85615,72.9672
11.04,5.3926,34.8568,-5.8086,73.0638
11.045,5.3562,34.7496,-5.78185,73.1396
11.05,5.3261,34.8461,-5.6034,73.3671
11.055,5.3047,34.9748,-5.34905,73.6705
11.06,5.2972,35.0177,-5.2878,73.7808
11.065,5.2832,34.9426,-5.12995,73.9877
11.07,5.2704,34.9105,-4.986,74.1807
11.075,5.2628,34.8461,-4.93855,74.2772
11.08,5.2478,34.9319,-4.698,74.5668
11.085,5.2328,35.1679,-4.49195,74.8219
11.09,5.2146,35.3502,-4.3341,75.0288
11.095,5.206,35.4467,-4.28665,75.1253
11.1,5.1846,35.4682,-4.0944,75.3666
11.105,5.1642,35.2644,-3.98485,75.5252
11.11,5.1524,35.0606,-3.9374,75.6217
11.115,5.132,34.8568,-3.71755,75.8906
11.12,5.1105,34.7174,-3.5597,76.0975
11.125,5.0934,34.149,-3.49845,76.2078
11.13,5.0859,33.5376,-3.4165,76.3388
11.135,5.0687,33.366,-2.82435,76.98
11.14,5.0494,33.3768,-2.3149,77.5385
11.145,5.0387,33.0979,-2.32955,77.5729
11.15,5.0151,32.7118,-2.3648,77.5867
11.155,4.9872,32.4866,-2.35175,77.6488
11.16,4.9561,32.4651,-2.3663,77.6833
11.165,4.94,32.2721,-2.36715,77.7315
11.17,4.9121,32.1112,-2.3059,77.8418
11.175,4.8778,32.0147,-2.19635,78.0004
11.18,4.8617,31.9074,-2.1489,78.0969
11.185,4.8306,31.886,-2.10135,78.1935
11.19,4.8081,31.8645,-2.0401,78.3038
11.195,4.7952,31.8002,-1.97885,78.4141
11.2,4.792,31.7358,-2.0072,78.4348
11.205,4.7931,31.768,-1.99425,78.4968
11.21,4.806,31.8216,-1.9812,78.5589
11.215,4.8274,31.7894,-1.91305,78.6761
11.22,4.8413,31.4784,-1.9,78.7382
11.225,4.8767,31.5213,-1.65955,79.0277
11.23,4.9196,31.9396,-1.4259,79.3104
11.235,4.97,32.4544,-1.24735,79.538
11.24,4.9947,32.7976,-1.2206,79.6138
11.245,5.0462,32.8619,-1.09035,79.7931
11.25,5.0987,33.2159,-0.9809,79.9516
11.255,5.1492,33.7521,-0.85065,80.1309
11.26,5.1728,34.0203,-0.8376,80.193
11.265,5.2221,34.5565,-0.74195,80.3377
11.27,5.2607,34.9855,-0.6944,80.4343
11.275,5.2811,35.2644,-0.71595,80.4618
11.28,5.3315,35.5111,-0.6202,80.6066
11.285,5.3797,36.2833,-0.52445,80.7514
11.29,5.4344,36.8195,-0.4907,80.8342
11.295,5.4645,36.8303,-0.51225,80.8617
11.3,5.5213,37.1627,-0.4923,80.9307
11.305,5.5771,37.4845,-0.49305,80.979
11.31,5.6103,37.6346,-0.4939,81.0272
11.315,5.6822,37.8813,-0.50155,81.0686
11.32,5.738,38.2138,-0.6127,81.0065
11.325,5.7777,38.5892,-0.66175,81.0065
11.33,5.8066,39.1576,-0.6142,81.1031
11.335,5.8624,39.4794,-0.45645,81.3099
11.34,5.9224,40.198,-0.3952,81.4202
11.345,5.9503,40.7128,-0.32705,81.5374
11.35,5.9964,40.9702,-0.2658,81.6477
11.355,6.0447,41.4206,-0.30105,81.6615
11.36,6.0672,41.9354,-0.3156,81.696
11.365,6.1144,42.2787,-0.30255,81.7581
11.37,6.1573,42.3108,-0.3034,81.8063
11.375,6.1959,42.5682,-0.41445,81.7443
11.38,6.2152,42.9222,-0.4291,81.7787
11.385,6.2528,43.1903,-0.38845,81.8684
11.39,6.2925,43.5764,-0.4168,81.8891
11.395,6.3139,43.7266,-0.46585,81.8891
11.4,6.3568,44.4022,-0.4184,81.9856
11.405,6.3986,44.7991,-0.35715,82.0959
11.41,6.4383,45.2495,-0.3924,82.1097
11.415,6.4587,45.6356,-0.45525,82.0959
11.42,6.493,45.7751,-0.5388,82.0614
11.425,6.5263,46.2255,-0.50505,82.1442
11.43,6.5595,46.1612,-0.4576,82.2407
11.435,6.5735,46.0646,-0.52735,82.22
11.44,6.5928,45.8394,-0.6522,82.1442
11.445,6.6003,46.0003,-0.73575,82.1097
11.45,6.6024,46.1075,-0.7848,82.1097
11.455,6.6013,46.1075,-0.78555,82.158
11.46,6.5874,45.9681,-0.7864,82.2062
11.465,6.567,45.9145,-0.86995,82.1717
11.47,6.552,45.9574,-0.8983,82.1924
11.475,6.5145,46.1612,-0.87145,82.2683
11.48,6.4694,46.2362,-0.9205,82.2683
11.485,6.4426,46.1933,-0.98335,82.2545
11.49,6.3793,46.0861,-1.0669,82.22
11.495,6.3161,45.9788,-1.12975,82.2062
11.5,6.2571,45.6571,-1.1926,82.1924
11.505,6.2281,45.4211,-1.19335,82.2407
11.51,6.1702,45.2281,-1.1183,82.3648
11.515,6.1144,44.7347,-1.05015,82.482
11.52,6.0898,44.1663,-1.0716,82.5096
11.525,6.0447,43.8982,-1.02415,82.6061
11.53,6.0061,43.7266,-1.0249,82.6544
11.535,5.9889,43.6407,-1.02575,82.7026
11.54,5.9632,43.4048,-0.8059,82.9715
11.545,5.9428,43.3512,-0.57915,83.2473
11.55,5.9396,43.0616,-0.5661,83.3094
11.555,5.9407,43.008,-0.58065,83.3439
